Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Y
35.0,47,10.0,8.0,3,1010.17,7,2,9.5,2,0
15.0,59,1.0,32.0,3,1019.56,1,1,8.5,1,3
27.0,60,8.0,22.0,2,1002.22,2,2,6.0,2,3
-6.0,97,5.5,61.0,2,996.98,0,3,3.0,2,1
27.0,48,6.5,14.0,0,1029.37,8,2,8.0,1,0
27.0,78,7.0,42.0,3,1006.6,2,0,7.0,1,3
14.0,59,10.5,36.0,3,1007.53,1,0,8.5,0,3
0.0,69,7.5,83.0,2,992.99,0,3,2.0,2,1
21.0,76,8.5,34.0,2,1012.73,3,0,8.5,2,3
27.0,71,13.0,25.0,2,1011.47,3,0,6.0,2,3
23.0,70,8.0,14.0,3,1013.84,4,1,8.5,0,3
-8.0,75,7.5,58.0,2,993.83,0,3,1.5,2,1
19.0,77,9.0,71.0,2,997.53,0,2,2.0,2,2
22.0,60,11.5,63.0,2,992.69,2,1,3.0,0,2
32.0,63,15.5,59.0,2,999.79,2,2,1.5,2,2
10.0,95,12.0,65.0,2,1002.12,3,3,4.5,2,2
34.0,62,6.5,14.0,0,1011.83,8,1,6.5,0,0
35.0,44,2.5,9.0,3,1022.87,11,1,5.5,0,0
15.0,89,10.0,75.0,3,1008.06,0,2,2.5,2,2
10.0,75,19.0,65.0,2,1019.12,2,0,3.5,0,2
19.0,95,13.0,82.0,2,1003.48,2,1,4.0,1,2
-9.0,98,10.5,73.0,2,989.47,1,3,4.5,1,1
35.0,35,5.5,12.0,0,1027.14,10,0,7.0,0,0
3.0,96,16.0,80.0,2,995.24,1,3,4.0,1,1
31.0,78,3.5,28.0,3,1010.63,3,1,6.5,1,3
17.0,88,8.5,96.0,2,1008.22,0,3,3.0,0,2
35.0,23,0.5,16.0,3,1017.72,11,3,9.0,0,0
3.0,85,40.5,96.0,2,990.66,0,3,4.0,2,1
23.0,35,3.0,9.0,0,1029.35,7,3,7.5,2,0
43.0,56,8.5,3.0,0,1022.25,11,2,6.0,1,0
-9.0,62,3.0,77.0,3,985.16,1,3,1.5,1,1
33.0,70,17.0,96.0,2,994.5,2,3,3.0,2,2
44.0,62,9.0,19.0,0,1019.09,9,0,8.5,0,0
-15.0,91,20.5,90.0,2,981.13,8,3,1.5,1,1
20.0,50,1.0,38.0,3,1003.79,1,2,6.5,2,3
33.0,84,18.5,84.0,2,999.08,3,2,4.5,0,2
16.0,97,19.0,59.0,2,1005.12,3,2,1.0,1,2
-2.0,67,3.0,80.0,2,990.02,1,3,5.0,2,1
26.0,57,6.0,90.0,1,975.43,4,0,15.0,1,1
34.0,78,13.0,10.0,3,1006.49,4,0,6.5,2,3
4.0,99,9.0,77.0,3,981.23,0,3,4.0,1,1
0.0,82,17.0,50.0,2,988.71,1,3,4.5,2,1
21.0,28,7.5,14.0,0,1015.26,10,2,5.5,1,0
13.0,68,0.0,18.0,2,1005.92,2,0,8.0,1,3
35.0,22,1.5,14.0,3,1022.99,9,3,7.0,2,0
0.0,85,7.5,90.0,2,981.08,12,3,4.5,2,1
14.0,95,15.0,52.0,2,1001.31,3,1,2.5,0,2
16.0,69,4.5,31.0,3,1041.6,0,1,11.0,1,1
42.0,45,7.0,17.0,0,1011.0,8,2,5.5,0,0
-6.0,73,6.0,69.0,2,993.65,1,3,1.5,2,1
4.0,67,16.5,56.0,3,997.99,0,3,2.0,2,1
64.0,109,35.5,95.0,3,1003.19,12,0,4.5,2,3
13.0,103,15.5,93.0,3,1009.3,3,0,9.5,2,3
0.0,66,17.0,72.0,2,986.7,0,3,4.0,1,1
1.0,78,16.0,54.0,2,992.9,1,3,4.0,1,1
10.0,62,5.0,12.0,2,1017.85,3,3,8.5,2,3
30.0,107,4.0,80.0,2,1001.86,10,2,6.5,2,3
30.0,58,2.0,18.0,0,1029.24,5,1,9.5,0,0
-8.0,63,19.5,52.0,2,983.82,0,3,2.0,1,1
-3.0,83,13.0,77.0,2,987.8,1,3,1.0,1,1
-3.0,38,5.5,67.0,2,874.12,6,1,10.5,2,2
22.0,65,0.0,14.0,0,1027.39,9,3,5.5,2,0
25.0,24,2.5,7.0,3,1014.93,6,3,6.5,2,0
0.0,60,13.0,97.0,2,987.93,0,3,1.5,1,1
27.0,89,12.0,99.0,2,995.58,0,2,1.5,1,2
17.0,25,4.0,12.0,1,975.85,5,0,12.5,2,0
0.0,68,16.0,91.0,2,998.36,1,3,2.0,2,1
18.0,77,13.5,44.0,3,1005.63,1,0,7.0,1,3
33.0,48,9.5,83.0,2,1079.53,8,2,15.0,0,1
42.0,57,5.5,1.0,3,1014.28,11,1,7.5,2,0
26.0,99,22.5,89.0,3,1009.48,11,3,8.0,0,3
28.0,96,15.5,71.0,3,1008.96,2,3,1.0,0,2
-6.0,60,1.5,74.0,2,990.96,1,3,2.0,2,1
15.0,60,13.5,61.0,2,1006.08,3,1,2.5,2,2
-6.0,69,8.5,94.0,2,996.02,0,3,1.5,1,1
8.0,72,19.0,72.0,2,988.49,0,3,3.5,2,1
-24.0,100,17.5,81.0,2,995.8,6,3,4.0,1,1
-20.0,55,4.5,97.0,3,1180.94,12,3,17.5,1,3
43.0,60,3.5,2.0,0,1011.03,8,1,7.5,2,0
-3.0,87,15.5,61.0,2,997.25,0,3,4.0,2,1
32.0,42,4.0,6.0,3,1017.12,5,2,6.5,0,0
-5.0,101,13.0,88.0,2,995.6,6,3,0.5,1,1
24.0,74,5.5,73.0,3,1011.73,11,3,20.0,1,1
20.0,47,8.0,15.0,0,1011.58,9,3,9.0,1,0
33.0,109,27.5,75.0,2,1016.08,3,0,4.0,0,3
32.0,99,16.0,93.0,2,1002.0,3,1,5.0,2,2
29.0,91,17.0,52.0,2,1018.71,1,0,4.0,0,2
22.0,93,5.5,70.0,2,1014.93,0,3,3.5,2,2
27.0,85,9.0,76.0,2,1016.44,3,1,1.5,1,2
40.0,50,0.0,3.0,0,1010.07,11,0,9.5,1,0
3.0,71,4.5,81.0,2,982.78,1,3,2.0,2,1
-5.0,95,20.0,94.0,2,982.79,0,3,2.5,2,1
31.0,61,9.0,11.0,3,1010.64,2,0,6.5,1,3
31.0,55,4.0,10.0,3,1027.98,8,1,7.5,2,0
-6.0,80,8.0,62.0,2,983.66,0,3,3.5,1,1
-5.0,99,9.0,95.0,2,991.35,1,3,3.0,1,1
-16.0,58,4.5,20.0,2,1055.47,10,0,13.0,0,3
66.0,92,11.5,87.0,2,1012.49,2,1,6.0,0,3
-1.0,85,8.0,70.0,3,989.37,1,3,1.0,2,1
76.0,80,23.5,75.0,2,1018.54,14,3,7.0,0,2
3.0,86,2.5,68.0,2,980.4,0,3,1.5,2,1
63.0,70,22.5,81.0,3,1015.23,2,2,8.5,2,3
21.0,36,0.0,5.0,0,1019.15,6,2,5.0,2,0
19.0,74,13.0,98.0,2,1003.68,1,1,4.0,0,2
17.0,62,14.0,85.0,3,991.8,1,1,2.5,2,2
27.0,68,10.5,65.0,2,1010.27,2,3,4.5,1,2
33.0,63,12.5,25.0,3,1009.31,4,3,6.0,2,3
47.0,70,2.5,60.0,3,885.57,5,1,3.0,0,3
40.0,69,7.5,14.0,0,1018.3,6,0,6.5,2,0
15.0,75,6.0,30.0,3,1010.66,2,2,6.5,0,3
33.0,92,17.5,55.0,3,1004.05,1,1,4.0,1,2
-2.0,49,3.5,76.0,1,1167.69,0,2,14.5,1,2
24.0,100,14.5,70.0,3,1011.68,4,0,2.0,0,3
14.0,79,9.0,75.0,2,1003.71,1,1,2.0,0,2
17.0,89,17.5,89.0,2,1001.82,1,1,4.5,0,2
25.0,58,15.0,12.0,3,1000.72,4,1,8.5,0,3
24.0,66,1.0,12.0,0,1022.17,9,0,10.0,0,0
28.0,96,7.0,94.0,2,992.97,1,1,1.5,0,2
24.0,63,12.5,15.0,3,1015.45,4,1,7.5,0,3
-5.0,73,6.5,90.0,2,986.96,1,3,4.0,2,1
31.0,82,17.0,57.0,2,1006.01,1,0,1.5,1,2
31.0,74,13.5,35.0,2,1004.01,4,3,7.0,1,3
29.0,61,8.0,14.0,0,1018.34,8,3,6.5,1,0
32.0,78,6.0,83.0,3,1011.9,2,0,3.5,1,2
44.0,67,10.5,54.0,1,1098.98,5,1,10.5,2,1
25.0,43,9.5,14.0,3,1024.27,7,2,8.0,1,0
47.0,106,5.5,104.0,0,1027.75,12,0,4.0,0,0
31.0,97,20.0,54.0,2,1003.01,1,1,4.5,2,2
25.0,76,9.5,12.0,2,1018.46,1,1,7.0,1,3
25.0,99,20.5,90.0,2,1004.14,0,3,2.5,0,2
17.0,90,12.5,107.0,3,1015.25,3,2,8.0,0,3
48.0,103,10.5,88.0,3,1022.99,1,0,1.5,2,0
-8.0,79,11.5,76.0,2,994.69,1,3,3.5,2,1
35.0,55,0.5,13.0,0,1021.43,11,1,5.5,2,0
-3.0,92,2.5,87.0,2,989.97,0,3,2.0,1,1
29.0,56,4.5,9.0,3,1024.47,5,1,10.0,0,0
3.0,93,5.0,81.0,2,983.51,1,3,2.5,1,1
-6.0,85,0.5,72.0,2,987.07,0,3,3.5,1,1
-16.0,32,1.5,27.0,3,1142.83,3,2,11.5,2,2
43.0,71,12.0,81.0,1,807.13,10,3,3.5,0,0
32.0,59,0.5,18.0,3,1016.89,2,1,7.0,1,3
-9.0,77,3.0,97.0,2,990.49,0,3,3.0,2,1
21.0,67,6.0,40.0,3,1014.39,3,0,6.5,0,3
-15.0,92,26.0,86.0,2,999.98,7,3,1.0,1,1
-7.0,44,1.5,79.0,2,1030.89,14,2,3.5,2,2
-10.0,61,1.0,62.0,2,987.33,1,3,3.0,2,1
42.0,55,8.0,12.0,0,1019.58,6,1,8.5,2,0
1.0,89,4.5,71.0,3,997.25,0,3,1.5,1,1
-10.0,93,10.0,55.0,2,991.07,0,3,3.0,1,1
29.0,93,8.5,74.0,2,1013.89,0,0,4.5,0,2
19.0,57,9.5,26.0,3,1001.59,3,1,7.0,0,3
42.0,29,9.0,17.0,0,1010.06,5,0,6.5,2,0
-9.0,83,3.0,89.0,2,983.82,1,3,3.5,2,1
13.0,70,10.5,10.0,2,1017.67,4,3,7.5,1,3
12.0,96,6.0,78.0,2,1015.87,3,1,4.0,0,2
20.0,81,9.5,66.0,2,1004.71,3,1,2.0,0,2
18.0,60,12.5,42.0,2,822.66,2,2,17.5,2,2
32.0,94,11.0,80.0,3,1015.62,1,1,5.0,0,2
40.0,68,6.5,18.0,0,1019.2,8,2,10.0,1,0
5.0,106,20.0,82.0,2,981.79,8,3,0.5,1,1
-8.0,71,4.5,78.0,2,993.38,1,3,3.5,1,1
-1.0,66,15.0,56.0,2,988.43,0,3,1.5,1,1
-17.0,44,2.0,80.0,3,950.59,6,1,19.5,0,0
0.0,62,14.0,65.0,2,997.76,1,3,4.5,2,1
21.0,69,9.5,68.0,3,1003.94,3,1,2.5,0,2
3.0,89,35.0,71.0,3,983.96,2,3,2.5,2,1
70.0,89,14.5,105.0,2,1011.2,14,3,4.0,1,2
29.0,33,5.5,17.0,0,1022.56,6,2,6.0,2,0
21.0,91,12.5,81.0,3,1000.03,3,1,2.0,0,2
26.0,69,5.5,46.0,3,1008.66,2,2,9.0,2,3
21.0,93,13.5,87.0,2,1016.31,1,3,1.5,0,2
23.0,21,7.5,18.0,0,1016.76,8,2,9.0,0,0
-5.0,94,26.5,80.0,2,992.67,14,3,4.5,1,1
23.0,51,2.5,1.0,0,1018.72,9,3,5.5,2,0
-5.0,90,19.5,87.0,2,983.95,1,3,4.5,2,1
1.0,93,10.0,65.0,2,999.33,1,3,1.0,1,1
11.0,63,8.0,91.0,2,1008.25,0,2,1.5,2,2
34.0,65,20.0,56.0,3,1019.24,3,1,3.5,0,2
2.0,73,10.5,53.0,2,994.5,0,3,4.0,1,1
27.0,96,14.5,63.0,3,1010.68,1,0,3.5,0,2
-10.0,80,17.0,84.0,2,980.93,1,3,2.5,2,1
4.0,87,8.5,74.0,2,984.02,1,3,2.5,1,1
48.0,42,8.0,83.0,3,1069.74,7,2,0.5,2,1
32.0,55,11.5,28.0,3,1016.77,3,1,5.0,2,3
20.0,69,11.0,81.0,2,994.22,2,1,3.0,2,2
-4.0,64,1.0,85.0,2,993.69,1,3,1.5,1,1
36.0,47,4.5,37.0,3,1087.2,5,2,13.5,1,2
54.0,97,15.0,72.0,3,1016.13,14,3,5.5,1,3
40.0,108,13.0,81.0,0,1010.74,11,2,12.5,0,0
-6.0,60,16.5,99.0,2,994.04,0,3,5.0,1,1
21.0,85,7.0,72.0,3,1002.94,1,3,3.0,0,2
23.0,70,15.0,49.0,2,1002.8,1,1,8.0,1,3
10.0,55,3.5,22.0,3,1003.76,3,1,7.0,1,3
3.0,78,18.0,76.0,2,999.36,0,3,3.5,2,1
2.0,95,1.5,74.0,2,993.99,12,3,0.0,2,1
32.0,75,9.0,28.0,2,1014.35,3,0,8.5,1,3
30.0,87,10.5,85.0,3,1013.72,0,3,2.5,2,2
42.0,37,9.5,2.0,3,1013.47,9,3,8.5,1,0
-6.0,74,0.0,55.0,2,991.0,1,3,3.0,1,1
16.0,91,19.5,96.0,2,1014.41,2,1,4.0,0,2
36.0,22,1.0,12.0,0,1023.33,8,0,8.0,1,0
-2.0,83,33.0,89.0,2,988.92,13,3,1.5,2,1
40.0,83,26.5,108.0,2,1000.36,14,0,1.5,1,2
38.0,83,1.5,82.0,0,1026.25,7,1,1.0,0,0
24.0,76,6.5,19.0,2,1017.42,1,1,5.5,2,3
1.0,21,8.5,27.0,3,874.59,0,3,4.0,2,3
12.0,61,11.5,38.0,2,1014.37,1,1,8.5,2,3
11.0,50,10.5,43.0,3,1001.03,3,1,8.0,0,3
21.0,92,16.5,63.0,2,1009.79,2,2,3.5,0,2
25.0,24,7.5,18.0,0,1027.27,5,3,8.5,1,0
8.0,27,1.5,15.0,1,866.73,0,3,13.5,2,3
10.0,80,14.0,76.0,3,1004.96,3,3,2.5,0,2
16.0,92,18.5,50.0,2,995.44,3,1,3.0,1,2
13.0,60,10.5,76.0,3,881.44,12,2,3.0,1,3
22.0,43,0.0,16.0,0,1015.15,9,1,9.5,2,0
-9.0,61,13.0,54.0,2,992.24,1,3,1.5,1,1
9.0,106,5.0,107.0,2,1007.51,6,0,3.5,1,3
37.0,68,2.0,8.0,3,1024.28,5,3,8.5,2,0
40.0,100,23.0,106.0,2,1000.09,10,3,8.0,0,3
32.0,31,12.0,29.0,3,1063.71,7,0,6.0,0,0
18.0,89,6.5,92.0,2,1013.9,1,3,3.5,0,2
-10.0,31,10.5,84.0,3,853.94,6,1,7.0,2,0
34.0,85,19.0,57.0,2,996.81,2,3,2.0,0,2
31.0,98,10.0,66.0,2,996.05,0,1,4.5,0,2
-4.0,60,7.5,74.0,2,998.95,0,3,3.5,1,1
22.0,62,2.5,10.0,3,1020.16,5,1,8.0,1,0
16.0,64,8.5,66.0,3,1004.06,2,3,1.5,0,2
11.0,73,7.0,10.0,2,1019.01,1,3,8.0,2,3
3.0,69,11.0,51.0,2,992.3,1,3,1.5,1,1
8.0,102,35.5,89.0,2,999.36,4,3,2.0,1,1
29.0,50,10.5,28.0,2,1010.45,1,3,8.5,2,3
-10.0,84,18.0,89.0,2,984.96,1,3,2.5,1,1
-4.0,94,4.0,93.0,2,999.99,0,3,2.0,2,1
24.0,68,7.0,37.0,3,1003.7,1,3,5.0,2,3
10.0,71,5.5,29.0,2,1002.22,4,3,6.5,1,3
29.0,95,10.0,87.0,3,996.58,1,2,3.0,1,2
28.0,70,11.0,86.0,2,1014.57,0,1,3.0,0,2
40.0,56,9.0,16.0,0,1015.88,5,3,9.0,0,0
8.0,90,1.5,70.0,3,1011.19,10,1,7.5,2,3
-16.0,25,12.0,92.0,1,846.18,6,3,13.5,2,2
39.0,38,14.5,75.0,3,1045.07,1,2,14.0,1,0
11.0,86,16.0,64.0,2,990.95,2,2,2.5,0,2
24.0,29,9.0,18.0,0,1017.04,6,3,8.5,0,0
-4.0,69,3.0,69.0,2,996.15,0,3,1.5,2,1
-1.0,77,6.0,81.0,3,992.52,1,3,1.5,1,1
13.0,79,13.5,35.0,3,1010.21,3,2,7.0,2,3
33.0,67,2.5,13.0,0,1024.45,10,0,5.5,1,0
31.0,62,15.5,56.0,2,1018.95,2,3,4.0,2,2
22.0,64,8.5,0.0,0,1011.35,9,2,8.5,2,0
19.0,54,6.0,37.0,3,1000.23,2,2,8.5,2,3
17.0,74,0.5,38.0,2,1012.1,4,1,7.0,0,3
21.0,54,0.5,16.0,3,1026.53,9,2,9.5,1,0
19.0,56,3.0,22.0,3,1008.09,2,2,8.0,0,3
0.0,90,14.5,90.0,2,993.79,0,3,3.0,1,1
-4.0,90,8.0,92.0,2,997.91,1,3,4.0,1,1
24.0,29,5.5,9.0,0,1025.51,8,1,5.5,2,0
27.0,26,9.0,14.0,3,1018.24,5,3,7.0,1,0
5.0,102,31.0,108.0,3,1005.89,10,2,2.0,1,2
-6.0,70,12.5,55.0,2,986.84,0,3,2.0,1,1
0.0,86,10.5,88.0,2,996.32,1,3,4.5,1,1
42.0,106,22.0,70.0,2,1003.34,4,3,2.0,1,3
24.0,24,6.5,11.0,0,1018.44,5,3,5.5,0,0
22.0,48,2.0,18.0,0,1015.1,7,1,9.0,0,0
-7.0,88,13.5,91.0,2,989.51,0,3,4.0,1,1
27.0,85,10.0,68.0,2,1015.94,0,2,3.5,2,2
31.0,54,3.5,4.0,0,1024.1,8,0,5.0,2,0
-7.0,64,10.5,69.0,1,908.14,13,1,4.0,1,2
23.0,56,5.5,15.0,3,1009.52,4,3,7.0,2,3
34.0,37,9.5,7.0,3,1025.83,11,2,7.5,1,0
2.0,92,16.5,53.0,3,987.92,1,3,1.5,2,1
23.0,65,13.5,49.0,2,1014.47,1,3,7.5,2,3
16.0,76,6.0,36.0,3,1007.38,2,2,9.0,1,3
8.0,50,13.5,38.0,3,897.71,11,2,3.0,2,2
27.0,65,7.5,8.0,3,1020.55,9,1,8.5,2,0
17.0,52,2.0,32.0,3,1017.72,3,2,6.0,0,3
24.0,56,8.5,48.0,2,1012.3,4,0,7.0,0,3
-8.0,63,19.0,66.0,2,994.72,1,3,2.0,2,1
14.0,82,5.0,85.0,3,1003.88,1,1,1.5,1,2
28.0,93,17.5,53.0,2,992.26,3,2,1.5,0,2
44.0,25,7.5,7.0,0,1012.44,11,1,5.5,1,0
26.0,68,10.5,10.0,2,1017.99,2,2,7.5,2,3
-7.0,79,6.0,93.0,2,988.29,1,3,3.5,2,1
-2.0,73,8.0,96.0,2,991.39,0,3,2.0,2,1
2.0,93,2.5,73.0,2,990.23,5,3,2.5,2,1
25.0,81,16.5,77.0,3,1013.95,2,0,5.0,2,2
30.0,70,16.0,53.0,3,1004.4,1,3,4.5,0,2
48.0,75,24.5,90.0,2,1001.7,8,0,3.0,1,3
25.0,78,9.5,12.0,3,1002.12,3,2,5.5,1,3
-2.0,38,11.0,18.0,2,976.02,5,1,16.0,2,1
18.0,78,14.5,12.0,3,1011.45,4,3,6.5,1,3
59.0,88,12.5,103.0,3,1014.6,0,0,4.5,2,0
-12.0,77,6.0,49.0,1,1188.33,10,3,13.0,1,3
29.0,78,12.5,20.0,3,1016.25,4,3,7.0,1,3
-4.0,108,0.5,92.0,2,985.17,5,3,2.0,1,1
32.0,104,27.0,107.0,3,1015.36,3,3,11.5,2,3
29.0,47,1.0,16.0,0,1010.88,9,2,7.0,1,0
44.0,72,3.0,12.0,1,949.13,10,3,19.5,0,1
-7.0,75,4.0,84.0,2,992.95,1,3,2.5,2,1
15.0,77,2.5,41.0,3,1009.26,1,2,6.0,1,3
4.0,91,17.5,85.0,2,985.71,1,3,3.5,2,1
11.0,89,18.0,70.0,2,1016.69,3,0,1.0,0,2
11.0,39,14.5,29.0,3,913.44,9,0,9.5,1,0
11.0,78,6.5,96.0,2,1003.38,2,3,1.5,2,2
19.0,68,11.5,12.0,2,1010.04,3,2,8.5,0,3
1.0,85,8.0,96.0,2,990.21,0,3,4.5,1,1
35.0,45,6.0,86.0,3,879.88,2,1,1.0,2,3
20.0,58,7.5,2.0,0,1011.32,10,0,6.0,2,0
11.0,98,14.0,61.0,2,999.12,3,3,1.0,2,2
22.0,41,9.0,91.0,3,993.39,13,2,19.5,1,1
31.0,60,3.5,21.0,2,1006.41,2,2,6.0,1,3
32.0,52,14.5,24.0,3,1009.8,4,3,7.0,1,3
-5.0,60,16.5,86.0,2,991.61,0,3,3.0,1,1
34.0,72,11.0,31.0,3,1014.53,2,1,9.0,0,3
26.0,84,10.5,71.0,2,1016.28,0,0,4.5,2,2
14.0,61,8.5,26.0,3,1018.16,4,1,6.5,2,3
14.0,76,13.5,35.0,3,1002.71,3,1,5.5,2,3
16.0,68,11.0,82.0,2,990.52,0,2,2.0,0,2
27.0,96,7.5,94.0,2,1014.92,3,2,5.0,0,2
-15.0,79,13.5,36.0,2,1161.73,4,0,8.5,0,0
-4.0,70,18.5,85.0,3,985.66,1,3,1.5,1,1
40.0,68,8.5,18.0,3,1022.23,11,1,9.5,2,0
41.0,55,3.5,6.0,0,1029.72,10,0,5.5,0,0
42.0,63,7.0,15.0,0,1012.89,7,0,9.0,0,0
3.0,65,19.5,78.0,2,981.31,1,3,1.5,2,1
27.0,66,9.5,64.0,2,998.2,2,0,3.0,0,2
31.0,62,5.5,99.0,2,1019.92,0,2,4.5,2,2
-6.0,86,1.0,84.0,2,989.18,1,3,2.0,1,1
32.0,59,3.0,7.0,0,1023.05,6,2,10.0,2,0
23.0,99,12.0,61.0,2,1001.71,0,3,2.5,1,2
38.0,68,8.5,16.0,0,1013.57,5,1,5.5,2,0
14.0,67,7.0,40.0,3,1014.38,2,2,5.5,1,3
4.0,78,4.5,82.0,2,994.91,0,3,4.5,2,1
33.0,79,9.5,57.0,2,991.05,3,3,2.0,1,2
4.0,66,12.0,81.0,2,990.95,1,3,3.5,2,1
20.0,85,12.5,77.0,2,1008.58,1,3,4.0,2,2
2.0,69,7.5,84.0,1,837.34,13,2,3.0,2,1
-1.0,97,5.5,95.0,2,989.5,1,3,2.5,1,1
30.0,69,20.0,80.0,2,995.21,3,0,3.5,1,2
29.0,55,1.0,38.0,3,1003.99,4,2,7.0,0,3
-20.0,64,15.0,25.0,3,1184.26,3,1,1.0,1,3
13.0,67,12.5,11.0,1,1157.23,4,0,5.5,0,2
15.0,87,11.5,59.0,2,1012.68,3,2,1.5,0,2
57.0,103,11.0,71.0,3,1007.55,1,2,1.0,0,2
26.0,70,6.0,11.0,2,1004.74,4,1,6.0,0,3
14.0,67,14.5,82.0,3,1017.73,0,3,2.5,2,2
17.0,70,12.0,31.0,2,1006.41,4,1,5.5,0,3
-5.0,74,9.5,64.0,2,998.39,0,3,2.0,2,1
-6.0,72,11.5,57.0,3,981.1,1,3,1.5,1,1
-3.0,86,14.5,78.0,2,982.95,1,3,1.5,2,1
27.0,86,15.5,61.0,2,1006.84,0,3,3.5,2,2
35.0,50,7.0,3.0,0,1011.22,7,0,7.5,0,0
-1.0,62,2.0,79.0,3,992.95,0,3,5.0,2,1
32.0,54,1.5,31.0,3,1006.9,1,1,6.5,1,3
-8.0,62,19.5,63.0,3,995.33,0,3,3.5,2,1
-5.0,86,19.0,70.0,2,994.23,1,3,4.5,2,1
16.0,55,5.5,45.0,2,1007.32,1,1,7.0,2,3
27.0,64,11.5,37.0,3,1017.27,3,0,8.0,0,3
15.0,70,2.5,80.0,0,1020.81,2,2,8.0,2,0
-1.0,93,18.5,77.0,2,980.07,0,3,1.5,1,1
34.0,57,9.5,14.0,3,1001.57,3,1,9.0,0,3
28.0,84,11.0,52.0,2,1008.93,1,1,1.5,2,2
1.0,75,11.5,95.0,3,982.4,0,3,2.5,1,1
34.0,73,3.5,40.0,2,1017.98,2,3,7.5,0,3
24.0,74,5.5,35.0,2,1005.48,4,2,6.5,2,3
4.0,98,7.5,81.0,3,985.63,1,3,4.5,2,1
10.0,91,11.0,99.0,2,996.03,0,3,4.0,1,2
29.0,70,12.0,26.0,3,1004.95,4,0,7.0,0,3
-3.0,84,6.5,97.0,2,986.03,1,3,4.0,2,1
4.0,97,3.0,66.0,2,988.96,1,3,3.0,2,1
3.0,93,17.0,92.0,3,998.54,0,3,1.5,2,1
3.0,68,16.5,57.0,2,993.37,0,3,3.5,1,1
30.0,72,13.0,91.0,3,1003.36,1,1,4.0,1,2
17.0,60,11.0,12.0,3,1007.55,3,3,6.0,0,3
0.0,78,15.0,97.0,2,982.77,0,3,2.0,2,1
17.0,66,6.5,21.0,3,1014.07,4,2,5.5,2,3
2.0,86,14.0,57.0,3,993.7,0,3,2.5,2,1
-10.0,92,4.0,73.0,2,980.32,1,3,3.0,2,1
24.0,62,7.0,40.0,2,1009.39,1,1,8.5,1,3
-5.0,81,18.0,88.0,2,988.33,1,3,2.5,2,1
27.0,30,9.0,14.0,0,1013.51,6,2,6.5,0,0
91.0,106,2.5,92.0,3,1022.18,6,3,5.0,2,0
3.0,64,1.0,53.0,2,990.51,1,3,3.0,1,1
11.0,79,13.5,59.0,3,995.65,0,0,2.0,0,2
2.0,80,12.5,93.0,2,987.85,1,3,1.5,1,1
21.0,56,6.5,1.0,0,1021.27,7,2,9.5,1,0
33.0,26,6.5,5.0,0,1029.26,7,2,9.5,0,0
2.0,62,3.0,85.0,2,996.98,0,3,1.5,1,1
7.0,72,23.5,108.0,2,1011.5,12,3,3.0,1,2
55.0,78,3.0,91.0,0,1029.67,2,0,3.0,1,0
27.0,67,8.0,23.0,3,1006.44,2,0,5.5,2,3
20.0,20,5.5,15.0,0,1022.42,7,2,10.0,1,0
-3.0,61,15.5,65.0,3,996.99,0,3,2.5,2,1
22.0,69,6.0,53.0,2,1001.27,1,3,3.5,1,2
28.0,41,11.5,42.0,2,944.45,1,2,5.0,0,0
34.0,79,8.5,10.0,2,1006.28,4,1,7.5,0,3
42.0,56,7.5,10.0,3,1024.89,8,2,5.5,2,0
2.0,92,3.5,56.0,2,998.34,1,3,5.0,1,1
99.0,91,19.5,95.0,3,1022.83,11,0,8.5,2,0
16.0,68,6.5,63.0,2,993.1,2,1,1.5,0,2
31.0,24,10.0,11.0,0,1020.57,6,2,6.5,1,0
39.0,24,5.5,9.0,3,1025.3,9,3,7.0,0,0
18.0,60,11.0,50.0,2,1000.21,2,3,3.0,0,2
10.0,93,13.0,57.0,2,990.12,0,1,3.5,1,2
33.0,66,9.5,15.0,3,1028.75,9,1,9.5,0,0
-8.0,65,3.5,94.0,2,991.52,0,3,3.0,2,1
16.0,69,9.5,79.0,2,991.96,1,2,1.5,0,2
32.0,49,7.5,19.0,3,1012.65,7,2,8.0,0,0
-2.0,65,15.5,73.0,2,996.68,0,3,1.5,1,1
42.0,27,8.0,13.0,1,804.0,14,2,19.5,2,1
13.0,86,20.0,70.0,2,990.98,4,2,2.0,1,2
90.0,77,10.0,100.0,0,1022.83,13,3,8.0,1,0
15.0,85,9.5,81.0,2,996.57,2,1,1.5,0,2
-4.0,92,13.5,99.0,2,982.61,0,3,1.0,2,1
21.0,70,13.0,84.0,2,999.55,0,2,2.5,1,2
21.0,83,7.0,86.0,2,1003.92,2,3,2.5,2,2
2.0,97,7.5,56.0,2,990.8,0,3,3.0,2,1
12.0,81,14.5,85.0,2,1000.46,0,0,5.0,1,2
15.0,74,8.5,20.0,2,1016.99,1,3,6.0,1,3
24.0,65,0.5,46.0,3,1006.69,3,0,8.0,1,3
35.0,33,5.5,0.0,0,1014.3,9,0,10.0,1,0
27.0,23,3.5,7.0,0,1019.97,7,0,8.0,2,0
-2.0,62,18.5,52.0,2,993.0,1,3,2.5,2,1
18.0,93,18.5,83.0,2,997.42,3,0,2.5,1,2
-3.0,82,0.0,65.0,2,991.66,0,3,1.5,1,1
