Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Y
3.0,70,2.0,81.0,overcast,984.9,1,Winter,2.0,mountain,Snowy
-2.0,90,5.5,62.0,overcast,985.96,1,Winter,1.5,mountain,Snowy
27.0,82,12.0,89.0,overcast,1002.5,1,Spring,3.5,inland,Rainy
33.0,94,12.5,91.0,partly cloudy,1009.87,0,Summer,4.0,inland,Rainy
1.0,98,6.0,65.0,overcast,999.58,1,Winter,3.0,inland,Snowy
-13.0,56,13.0,56.0,overcast,841.83,14,Spring,19.5,coastal,Rainy
32.0,22,4.5,79.0,cloudy,1156.51,3,Spring,14.5,coastal,Snowy
0.0,81,11.5,99.0,overcast,992.95,0,Winter,3.0,mountain,Snowy
1.0,94,12.5,65.0,overcast,997.86,0,Winter,4.5,mountain,Snowy
30.0,55,5.0,31.0,partly cloudy,1004.15,2,Autumn,6.5,mountain,Cloudy
33.0,35,4.0,17.0,clear,1017.12,10,Summer,10.0,inland,Sunny
32.0,75,5.0,13.0,partly cloudy,1000.19,4,Winter,7.0,coastal,Cloudy
-7.0,70,4.0,57.0,partly cloudy,980.77,0,Winter,3.0,inland,Snowy
40.0,53,0.0,18.0,clear,1025.22,10,Winter,6.5,coastal,Sunny
18.0,61,19.0,81.0,overcast,1014.62,3,Autumn,2.5,coastal,Rainy
-3.0,84,5.0,82.0,overcast,980.47,1,Winter,4.5,inland,Snowy
52.0,86,40.0,77.0,partly cloudy,1008.29,2,Spring,5.0,inland,Rainy
31.0,94,10.5,93.0,partly cloudy,1015.07,1,Winter,4.5,mountain,Rainy
34.0,53,8.0,95.0,overcast,1067.18,12,Autumn,10.0,inland,Rainy
39.0,29,4.0,19.0,clear,1023.55,8,Autumn,8.5,coastal,Sunny
32.0,31,5.5,23.0,cloudy,1059.6,12,Spring,3.0,coastal,Cloudy
12.0,64,1.5,21.0,overcast,1008.37,4,Spring,5.5,coastal,Cloudy
38.0,53,3.5,16.0,clear,1023.71,11,Spring,9.5,inland,Sunny
3.0,93,0.5,96.0,overcast,993.61,1,Winter,4.5,inland,Snowy
15.0,61,5.0,88.0,overcast,1002.34,0,Spring,3.5,mountain,Rainy
53.0,81,0.0,84.0,clear,1018.81,12,Autumn,5.0,coastal,Sunny
56.0,79,18.0,80.0,partly cloudy,1017.26,11,Summer,11.0,mountain,Cloudy
1.0,79,9.0,66.0,overcast,993.74,1,Winter,1.0,mountain,Snowy
42.0,53,5.0,10.0,clear,1027.84,10,Winter,7.0,mountain,Sunny
36.0,21,6.5,6.0,clear,1021.77,8,Spring,5.0,mountain,Sunny
37.0,69,7.5,5.0,clear,1026.99,6,Summer,8.0,coastal,Sunny
26.0,70,9.5,98.0,partly cloudy,995.82,1,Winter,2.0,inland,Rainy
29.0,57,4.5,6.0,partly cloudy,1014.72,7,Spring,7.0,coastal,Sunny
27.0,57,9.0,8.0,clear,1012.13,11,Summer,6.0,mountain,Sunny
19.0,78,11.5,74.0,partly cloudy,1012.92,1,Autumn,4.0,coastal,Rainy
17.0,22,3.5,65.0,cloudy,812.0,11,Winter,14.5,mountain,Snowy
30.0,61,14.0,67.0,partly cloudy,1002.87,0,Summer,4.5,coastal,Rainy
-6.0,87,11.5,109.0,partly cloudy,993.89,11,Winter,3.0,mountain,Snowy
37.0,38,1.0,15.0,clear,1014.51,7,Autumn,9.5,mountain,Sunny
35.0,29,0.0,3.0,clear,1021.91,7,Winter,9.5,inland,Sunny
3.0,86,9.5,82.0,partly cloudy,986.53,1,Winter,2.0,mountain,Snowy
-2.0,100,21.5,75.0,overcast,985.13,4,Winter,0.5,mountain,Snowy
-14.0,60,12.5,14.0,overcast,1135.34,13,Spring,14.5,mountain,Rainy
31.0,56,7.5,49.0,partly cloudy,1015.65,1,Winter,7.0,mountain,Cloudy
21.0,74,30.5,92.0,partly cloudy,1007.87,10,Summer,6.5,coastal,Cloudy
-12.0,20,4.5,12.0,partly cloudy,1004.07,14,Autumn,6.0,coastal,Sunny
40.0,59,0.0,12.0,partly cloudy,1027.92,7,Summer,6.0,coastal,Sunny
20.0,58,14.0,42.0,overcast,1007.02,2,Spring,8.0,coastal,Cloudy
18.0,79,8.0,32.0,partly cloudy,1007.36,1,Spring,7.5,mountain,Cloudy
-3.0,61,9.0,62.0,overcast,984.77,0,Winter,2.5,inland,Snowy
-7.0,80,9.0,61.0,partly cloudy,995.92,0,Winter,2.5,mountain,Snowy
30.0,88,12.0,84.0,overcast,1006.2,1,Autumn,2.0,coastal,Rainy
42.0,51,5.5,5.0,clear,1018.62,11,Autumn,6.5,mountain,Sunny
40.0,46,6.5,15.0,clear,1016.72,11,Autumn,7.0,mountain,Sunny
7.0,66,13.5,73.0,partly cloudy,886.94,10,Summer,12.5,coastal,Rainy
-6.0,60,9.0,54.0,partly cloudy,994.18,1,Winter,3.5,inland,Snowy
32.0,55,3.5,26.0,overcast,1010.03,2,Summer,5.0,inland,Cloudy
14.0,72,10.5,79.0,overcast,1018.46,7,Spring,1.5,inland,Cloudy
-5.0,80,9.0,61.0,partly cloudy,985.06,0,Winter,2.5,mountain,Snowy
7.0,91,22.5,106.0,overcast,988.76,2,Winter,3.5,mountain,Snowy
35.0,33,8.0,5.0,clear,1024.71,9,Winter,8.5,coastal,Sunny
23.0,71,17.0,83.0,overcast,993.81,1,Autumn,3.5,mountain,Rainy
3.0,89,8.0,85.0,overcast,983.37,1,Winter,4.5,inland,Snowy
-10.0,70,2.5,56.0,overcast,989.29,1,Winter,4.0,mountain,Snowy
12.0,97,7.0,79.0,overcast,1013.7,1,Summer,2.0,inland,Rainy
26.0,52,14.5,18.0,cloudy,1085.07,6,Spring,14.5,inland,Cloudy
19.0,25,7.5,78.0,cloudy,927.22,7,Winter,15.0,coastal,Snowy
4.0,86,6.0,54.0,overcast,988.86,1,Winter,1.5,inland,Snowy
27.0,66,4.0,1.0,clear,1022.64,9,Summer,7.5,inland,Sunny
22.0,84,6.5,87.0,overcast,1013.67,1,Spring,2.5,inland,Rainy
11.0,50,4.0,19.0,partly cloudy,1011.69,1,Winter,8.0,mountain,Cloudy
26.0,105,13.0,96.0,clear,1014.18,10,Summer,6.0,mountain,Sunny
31.0,33,8.0,14.0,clear,1013.31,10,Spring,5.5,inland,Sunny
-5.0,72,10.5,87.0,overcast,987.35,1,Winter,3.0,mountain,Snowy
24.0,49,13.0,34.0,partly cloudy,1036.54,1,Summer,14.5,mountain,Rainy
-9.0,67,13.0,92.0,overcast,981.36,0,Winter,2.0,mountain,Snowy
-2.0,79,10.0,70.0,overcast,993.48,0,Winter,2.0,mountain,Snowy
26.0,83,7.5,87.0,overcast,999.08,1,Summer,2.5,mountain,Rainy
36.0,56,12.5,37.0,overcast,848.2,11,Summer,11.5,inland,Rainy
11.0,89,6.5,56.0,partly cloudy,998.4,1,Autumn,3.5,coastal,Rainy
32.0,78,6.0,62.0,partly cloudy,1005.93,0,Autumn,1.0,coastal,Rainy
30.0,76,3.0,16.0,partly cloudy,1005.07,2,Summer,8.5,inland,Cloudy
21.0,45,6.5,18.0,clear,1013.39,8,Autumn,9.5,coastal,Sunny
38.0,68,2.5,10.0,clear,1023.73,5,Autumn,8.5,inland,Sunny
-9.0,62,15.0,98.0,overcast,989.34,0,Winter,1.5,inland,Snowy
10.0,85,13.5,66.0,overcast,996.77,1,Summer,2.0,mountain,Rainy
-1.0,99,12.5,65.0,overcast,992.26,0,Winter,4.0,mountain,Snowy
20.0,78,26.0,79.0,partly cloudy,1009.23,14,Autumn,6.5,mountain,Cloudy
23.0,63,6.0,61.0,overcast,996.36,0,Autumn,3.5,inland,Rainy
25.0,83,15.5,85.0,overcast,1008.85,0,Summer,3.5,inland,Rainy
29.0,70,11.5,80.0,partly cloudy,1007.59,0,Winter,1.0,coastal,Rainy
43.0,74,41.5,94.0,overcast,992.2,0,Summer,0.5,mountain,Rainy
39.0,59,1.0,41.0,cloudy,1099.43,2,Autumn,10.5,mountain,Cloudy
19.0,77,7.5,72.0,partly cloudy,1002.91,10,Spring,4.0,coastal,Cloudy
28.0,74,8.5,107.0,clear,1012.13,8,Winter,7.5,coastal,Sunny
25.0,86,11.0,75.0,overcast,1006.57,0,Autumn,4.0,coastal,Rainy
15.0,68,5.5,73.0,overcast,997.04,3,Autumn,3.5,mountain,Rainy
19.0,99,18.0,54.0,overcast,991.92,1,Summer,2.0,mountain,Rainy
20.0,27,8.0,15.0,clear,1015.11,11,Spring,9.0,mountain,Sunny
2.0,78,13.0,35.0,overcast,811.67,0,Autumn,8.5,inland,Rainy
47.0,103,6.5,86.0,clear,1016.83,12,Summer,2.5,inland,Sunny
22.0,59,12.0,47.0,overcast,1009.42,3,Winter,8.0,inland,Cloudy
28.0,56,6.5,11.0,clear,1024.92,5,Autumn,9.0,coastal,Sunny
18.0,79,10.5,37.0,partly cloudy,1016.76,3,Autumn,8.0,inland,Cloudy
-7.0,96,15.5,75.0,overcast,986.76,0,Winter,4.5,inland,Snowy
42.0,44,5.0,17.0,clear,1015.53,6,Autumn,8.0,coastal,Sunny
-5.0,91,3.0,64.0,overcast,986.86,1,Winter,3.5,mountain,Snowy
31.0,62,8.0,97.0,overcast,1003.98,3,Spring,4.5,coastal,Rainy
4.0,97,18.0,55.0,overcast,999.61,1,Winter,3.0,inland,Snowy
22.0,53,5.5,13.0,overcast,1012.65,1,Spring,5.0,inland,Cloudy
28.0,23,3.5,18.0,clear,1027.16,6,Autumn,9.5,mountain,Sunny
27.0,95,14.0,77.0,partly cloudy,1019.13,7,Spring,9.0,inland,Cloudy
-4.0,81,2.0,81.0,overcast,993.59,1,Winter,2.5,inland,Snowy
-18.0,106,2.5,79.0,overcast,991.23,3,Winter,3.0,inland,Snowy
22.0,86,18.0,76.0,partly cloudy,1018.21,3,Autumn,1.0,mountain,Rainy
-9.0,95,12.0,98.0,overcast,998.66,1,Winter,3.0,inland,Snowy
2.0,88,3.5,65.0,overcast,980.94,1,Winter,1.0,inland,Snowy
27.0,91,18.0,86.0,partly cloudy,996.14,0,Summer,3.5,coastal,Rainy
34.0,71,4.0,35.0,overcast,1001.54,3,Summer,6.5,coastal,Cloudy
21.0,73,2.0,18.0,overcast,1007.03,1,Spring,7.0,coastal,Cloudy
42.0,43,2.0,6.0,clear,1023.39,5,Winter,6.5,inland,Sunny
10.0,70,17.0,57.0,partly cloudy,994.93,3,Autumn,5.0,mountain,Rainy
9.0,69,13.0,11.0,cloudy,1078.54,0,Winter,1.0,mountain,Sunny
9.0,33,9.0,20.0,partly cloudy,857.34,2,Spring,10.5,mountain,Rainy
14.0,82,5.0,75.0,partly cloudy,992.03,3,Winter,3.5,coastal,Rainy
41.0,36,1.0,85.0,partly cloudy,1024.7,11,Autumn,18.5,inland,Cloudy
13.0,68,6.5,69.0,overcast,1013.28,2,Winter,2.0,inland,Rainy
-10.0,75,2.0,57.0,partly cloudy,993.13,1,Winter,5.0,mountain,Snowy
30.0,54,7.5,15.0,overcast,1011.24,1,Spring,7.0,coastal,Cloudy
3.0,76,3.0,69.0,overcast,1099.58,3,Winter,9.5,coastal,Sunny
11.0,65,3.5,47.0,partly cloudy,1013.23,4,Summer,8.0,mountain,Cloudy
31.0,36,4.0,15.0,clear,1016.83,10,Spring,5.0,mountain,Sunny
-4.0,82,32.0,76.0,overcast,986.93,10,Winter,4.5,inland,Snowy
34.0,76,13.0,84.0,partly cloudy,1075.26,10,Winter,19.5,inland,Sunny
33.0,41,6.0,65.0,cloudy,1185.35,4,Spring,9.5,inland,Sunny
21.0,66,1.0,46.0,overcast,1007.59,4,Autumn,7.0,coastal,Cloudy
16.0,67,7.0,26.0,overcast,1019.26,2,Summer,6.0,coastal,Cloudy
11.0,93,22.5,101.0,overcast,1009.29,14,Autumn,1.0,mountain,Rainy
33.0,74,3.5,34.0,partly cloudy,1009.8,1,Winter,7.5,mountain,Cloudy
-2.0,82,3.5,89.0,overcast,983.11,1,Winter,2.5,inland,Snowy
-10.0,30,9.5,57.0,cloudy,1156.96,12,Winter,1.5,coastal,Rainy
5.0,91,47.0,108.0,partly cloudy,995.03,2,Summer,2.5,coastal,Rainy
19.0,91,6.5,74.0,overcast,1014.88,3,Spring,2.5,mountain,Rainy
-2.0,83,13.5,87.0,partly cloudy,981.97,0,Winter,1.5,mountain,Snowy
26.0,69,13.5,93.0,overcast,991.9,1,Autumn,3.0,inland,Rainy
28.0,68,18.0,90.0,overcast,992.83,3,Winter,5.0,mountain,Rainy
31.0,64,12.5,56.0,overcast,1000.78,0,Winter,2.5,coastal,Rainy
34.0,50,5.0,17.0,partly cloudy,1014.41,4,Spring,7.5,inland,Cloudy
38.0,35,2.0,19.0,cloudy,1094.58,8,Spring,12.5,inland,Sunny
-8.0,60,6.0,77.0,overcast,983.66,0,Winter,2.5,inland,Snowy
43.0,92,14.0,72.0,clear,1027.92,10,Summer,4.5,inland,Sunny
-3.0,91,19.0,103.0,partly cloudy,982.83,9,Winter,5.5,inland,Snowy
16.0,64,12.5,71.0,overcast,1019.27,0,Winter,2.5,mountain,Rainy
37.0,20,9.0,11.0,partly cloudy,1022.91,7,Winter,8.0,mountain,Sunny
17.0,72,9.5,45.0,partly cloudy,1005.29,4,Summer,8.0,mountain,Cloudy
31.0,66,9.0,71.0,partly cloudy,1006.12,1,Autumn,4.0,mountain,Rainy
22.0,66,1.0,48.0,partly cloudy,1009.04,4,Autumn,7.0,coastal,Cloudy
-7.0,72,20.0,74.0,overcast,986.44,1,Winter,2.5,mountain,Snowy
26.0,70,6.5,24.0,partly cloudy,1016.68,2,Summer,6.0,coastal,Cloudy
-5.0,83,11.5,53.0,overcast,980.39,0,Winter,3.0,inland,Snowy
2.0,99,3.5,84.0,overcast,999.65,0,Winter,3.5,inland,Snowy
0.0,96,1.5,88.0,overcast,988.22,0,Winter,2.5,mountain,Snowy
19.0,91,22.0,104.0,partly cloudy,995.33,14,Autumn,4.5,coastal,Rainy
30.0,76,11.5,78.0,overcast,999.46,2,Summer,5.0,coastal,Rainy
46.0,73,16.0,77.0,overcast,1000.56,12,Autumn,2.0,coastal,Rainy
25.0,69,11.5,36.0,overcast,1019.41,3,Autumn,5.5,mountain,Cloudy
-10.0,78,1.0,54.0,overcast,982.69,0,Winter,1.5,mountain,Snowy
6.0,69,6.5,31.0,cloudy,962.72,10,Winter,14.5,inland,Snowy
12.0,81,13.0,82.0,overcast,1007.72,2,Winter,3.0,mountain,Rainy
16.0,64,2.0,48.0,overcast,1000.6,1,Spring,6.5,coastal,Cloudy
44.0,39,3.5,16.0,partly cloudy,1013.04,8,Spring,8.5,mountain,Sunny
19.0,84,7.0,78.0,overcast,1018.65,0,Summer,1.0,inland,Rainy
7.0,87,10.5,74.0,overcast,984.29,0,Winter,2.0,inland,Snowy
34.0,74,9.0,31.0,overcast,1014.22,4,Spring,8.5,coastal,Cloudy
81.0,81,10.5,96.0,clear,1022.66,11,Summer,3.5,inland,Sunny
23.0,76,2.0,37.0,overcast,1011.72,1,Winter,5.5,mountain,Cloudy
-2.0,96,0.5,89.0,overcast,981.0,1,Winter,2.0,inland,Snowy
21.0,36,5.0,6.0,clear,1016.04,5,Autumn,7.0,coastal,Sunny
33.0,52,11.5,28.0,overcast,1003.64,4,Winter,7.0,mountain,Cloudy
4.0,90,17.5,53.0,overcast,985.0,1,Winter,2.0,inland,Snowy
26.0,73,15.5,92.0,overcast,1000.11,0,Summer,2.0,coastal,Rainy
13.0,67,14.0,74.0,overcast,990.36,0,Summer,2.5,mountain,Rainy
35.0,55,8.0,12.0,clear,1023.2,5,Autumn,6.0,mountain,Sunny
24.0,67,9.5,14.0,clear,1013.7,9,Summer,7.0,coastal,Sunny
21.0,101,12.5,108.0,clear,1026.64,6,Summer,11.5,inland,Sunny
23.0,22,0.5,12.0,partly cloudy,1027.46,7,Winter,6.5,inland,Sunny
-6.0,78,8.5,65.0,overcast,997.77,0,Winter,3.0,mountain,Snowy
-2.0,72,5.5,80.0,partly cloudy,987.59,0,Winter,2.0,mountain,Snowy
37.0,38,8.5,3.0,clear,1017.65,5,Spring,7.5,inland,Sunny
-5.0,66,6.5,75.0,overcast,994.79,0,Winter,3.0,inland,Snowy
15.0,64,16.0,58.0,overcast,1019.48,3,Winter,2.5,coastal,Rainy
10.0,57,11.0,47.0,partly cloudy,1003.16,4,Winter,5.5,inland,Cloudy
11.0,25,1.5,89.0,partly cloudy,1177.12,13,Autumn,7.0,coastal,Cloudy
23.0,70,12.5,106.0,overcast,997.59,0,Winter,2.5,mountain,Rainy
30.0,59,5.5,49.0,partly cloudy,1001.22,1,Spring,7.5,inland,Cloudy
-10.0,73,3.0,96.0,overcast,997.89,0,Winter,4.0,mountain,Snowy
17.0,57,8.0,20.0,partly cloudy,1012.74,2,Spring,7.0,coastal,Cloudy
28.0,87,7.5,77.0,overcast,999.7,2,Spring,4.0,mountain,Rainy
0.0,78,4.5,70.0,partly cloudy,989.99,1,Winter,4.0,mountain,Snowy
-5.0,66,5.0,68.0,overcast,994.28,0,Winter,1.5,mountain,Snowy
11.0,71,4.5,22.0,partly cloudy,1015.06,1,Winter,7.0,mountain,Cloudy
27.0,97,9.5,51.0,overcast,1005.04,1,Summer,4.5,coastal,Rainy
41.0,66,5.0,3.0,partly cloudy,1025.46,6,Winter,5.5,coastal,Sunny
21.0,64,9.5,98.0,overcast,1007.7,2,Spring,1.5,coastal,Rainy
27.0,71,13.0,92.0,partly cloudy,1013.28,1,Spring,2.5,coastal,Rainy
28.0,76,13.0,46.0,overcast,1012.64,3,Autumn,5.5,coastal,Cloudy
26.0,87,16.0,62.0,overcast,1009.56,3,Autumn,2.5,inland,Rainy
20.0,68,16.0,64.0,overcast,1016.48,3,Summer,2.0,coastal,Rainy
26.0,21,6.5,19.0,partly cloudy,1021.51,8,Autumn,7.5,inland,Sunny
27.0,25,9.5,68.0,overcast,1063.78,4,Summer,15.0,coastal,Cloudy
33.0,52,5.5,33.0,partly cloudy,1014.33,4,Autumn,6.5,mountain,Cloudy
15.0,89,8.5,80.0,partly cloudy,1010.68,6,Autumn,5.5,inland,Cloudy
40.0,53,0.0,18.0,clear,1025.22,10,Winter,6.5,coastal,Sunny
23.0,67,17.5,92.0,overcast,997.5,0,Summer,4.0,coastal,Rainy
30.0,61,4.0,9.0,clear,1013.75,10,Summer,5.5,coastal,Sunny
12.0,66,8.0,89.0,partly cloudy,870.22,0,Winter,8.0,coastal,Cloudy
34.0,46,0.0,18.0,partly cloudy,1026.71,6,Spring,5.5,mountain,Sunny
40.0,71,2.0,35.0,partly cloudy,982.47,8,Winter,14.5,mountain,Sunny
2.0,91,9.0,70.0,overcast,992.12,1,Winter,2.5,mountain,Snowy
17.0,37,15.0,60.0,overcast,1033.2,1,Winter,8.0,coastal,Snowy
33.0,69,3.5,13.0,partly cloudy,1012.04,2,Summer,8.0,mountain,Cloudy
31.0,75,7.5,83.0,overcast,1003.4,1,Autumn,3.0,mountain,Rainy
32.0,38,11.0,15.0,partly cloudy,824.71,9,Autumn,12.5,inland,Snowy
-17.0,92,29.0,99.0,overcast,981.31,5,Winter,1.5,mountain,Snowy
24.0,62,9.0,3.0,clear,1022.74,8,Spring,8.5,coastal,Sunny
30.0,73,2.5,23.0,overcast,1015.82,1,Spring,7.0,mountain,Cloudy
14.0,65,16.5,96.0,partly cloudy,1007.99,0,Autumn,1.0,mountain,Rainy
34.0,78,7.5,58.0,overcast,1007.26,2,Winter,3.0,coastal,Rainy
-4.0,90,9.0,51.0,overcast,989.63,1,Winter,1.0,mountain,Snowy
-1.0,71,2.0,86.0,overcast,991.12,0,Winter,4.5,mountain,Snowy
21.0,76,2.0,35.0,partly cloudy,1010.1,4,Summer,8.5,coastal,Cloudy
37.0,74,18.0,99.0,clear,1028.33,0,Summer,1.0,mountain,Sunny
-9.0,61,1.5,86.0,overcast,1006.14,14,Autumn,17.0,inland,Rainy
17.0,57,8.0,20.0,partly cloudy,1012.74,2,Spring,7.0,coastal,Cloudy
16.0,68,4.5,15.0,partly cloudy,1002.03,2,Winter,6.5,coastal,Cloudy
-2.0,90,28.5,84.0,overcast,992.14,14,Winter,4.5,mountain,Snowy
31.0,70,19.5,88.0,overcast,1017.88,6,Winter,5.5,inland,Cloudy
20.0,55,6.5,42.0,overcast,1006.69,1,Spring,8.5,coastal,Cloudy
-7.0,79,13.0,86.0,overcast,989.76,0,Winter,1.5,mountain,Snowy
3.0,91,3.5,52.0,partly cloudy,994.38,0,Winter,4.0,inland,Snowy
28.0,67,0.5,17.0,clear,1026.75,9,Summer,9.0,mountain,Sunny
20.0,80,6.0,74.0,overcast,999.38,1,Winter,4.5,inland,Rainy
13.0,44,13.5,78.0,overcast,865.19,3,Winter,2.0,inland,Rainy
70.0,94,36.0,94.0,overcast,1004.12,6,Winter,0.5,inland,Rainy
-19.0,35,14.5,54.0,overcast,962.88,6,Winter,0.5,coastal,Snowy
20.0,76,5.0,13.0,partly cloudy,1008.62,2,Autumn,6.5,mountain,Cloudy
13.0,75,18.0,61.0,overcast,1017.78,0,Autumn,4.5,coastal,Rainy
29.0,48,7.0,18.0,clear,1019.97,5,Spring,10.0,mountain,Sunny
44.0,58,3.5,99.0,partly cloudy,994.28,0,Winter,18.5,inland,Snowy
0.0,72,14.5,85.0,overcast,985.71,14,Winter,4.5,inland,Snowy
2.0,93,1.5,109.0,overcast,980.1,2,Winter,5.0,inland,Snowy
2.0,97,14.0,54.0,overcast,995.01,0,Winter,1.5,inland,Snowy
-5.0,79,9.5,72.0,overcast,990.42,1,Winter,2.5,mountain,Snowy
36.0,58,0.5,13.0,clear,1029.78,7,Spring,7.0,coastal,Sunny
10.0,63,6.5,19.0,overcast,1007.34,1,Winter,5.5,mountain,Cloudy
24.0,94,7.0,89.0,partly cloudy,1015.73,1,Winter,4.0,mountain,Rainy
42.0,24,3.0,6.0,clear,1012.91,5,Spring,7.5,coastal,Sunny
11.0,84,35.5,86.0,partly cloudy,1015.27,8,Winter,0.5,mountain,Rainy
0.0,64,4.5,52.0,overcast,984.59,1,Winter,1.0,inland,Snowy
-17.0,104,10.0,87.0,overcast,984.98,4,Winter,1.0,inland,Snowy
1.0,103,35.5,72.0,overcast,984.91,13,Winter,3.0,inland,Snowy
11.0,77,5.5,13.0,partly cloudy,1006.35,2,Summer,5.5,coastal,Cloudy
29.0,68,7.0,73.0,overcast,998.1,0,Summer,4.5,coastal,Rainy
20.0,78,9.5,56.0,partly cloudy,1002.33,1,Winter,3.0,inland,Rainy
14.0,64,3.0,46.0,partly cloudy,1006.65,4,Winter,8.5,mountain,Cloudy
22.0,69,15.5,56.0,overcast,992.46,0,Spring,3.0,mountain,Rainy
3.0,65,16.0,63.0,partly cloudy,996.43,1,Winter,4.5,inland,Snowy
-19.0,77,8.0,20.0,partly cloudy,1136.38,0,Summer,1.0,coastal,Rainy
24.0,89,6.5,59.0,overcast,995.79,0,Spring,4.0,inland,Rainy
11.0,44,2.5,65.0,overcast,966.42,6,Spring,4.0,coastal,Cloudy
24.0,46,5.0,12.0,clear,1027.27,9,Autumn,8.0,coastal,Sunny
46.0,31,7.5,84.0,partly cloudy,1019.4,6,Autumn,7.5,coastal,Rainy
25.0,26,2.0,14.0,clear,1019.62,7,Winter,5.5,mountain,Sunny
20.0,78,1.5,48.0,overcast,1016.93,1,Autumn,9.0,mountain,Cloudy
34.0,38,5.0,13.0,clear,1021.71,10,Winter,7.0,coastal,Sunny
-1.0,96,3.5,76.0,partly cloudy,980.9,0,Winter,4.0,inland,Snowy
26.0,73,0.5,24.0,partly cloudy,1006.51,1,Winter,5.5,inland,Cloudy
30.0,107,5.0,70.0,partly cloudy,1018.29,7,Summer,2.0,inland,Sunny
19.0,95,17.5,53.0,overcast,1001.25,2,Spring,3.0,mountain,Rainy
2.0,73,6.0,58.0,overcast,985.32,0,Winter,2.5,mountain,Snowy
-7.0,87,0.0,98.0,overcast,996.15,1,Winter,4.0,mountain,Snowy
49.0,60,11.5,23.0,partly cloudy,1168.21,7,Spring,9.0,coastal,Rainy
12.0,64,11.5,47.0,overcast,1015.12,4,Winter,8.0,inland,Cloudy
-8.0,82,1.5,77.0,overcast,998.48,0,Winter,3.5,mountain,Snowy
37.0,79,0.0,35.0,partly cloudy,1185.32,10,Spring,12.5,inland,Cloudy
31.0,29,1.5,0.0,clear,1016.41,10,Spring,5.0,mountain,Sunny
-10.0,66,13.0,62.0,overcast,999.54,0,Winter,4.5,mountain,Snowy
24.0,91,7.5,95.0,clear,1016.7,7,Spring,6.0,inland,Sunny
32.0,65,2.5,7.0,partly cloudy,1018.37,8,Summer,6.0,coastal,Sunny
20.0,63,7.5,42.0,partly cloudy,1005.19,1,Spring,8.5,mountain,Cloudy
15.0,89,17.0,52.0,overcast,1018.76,3,Spring,4.0,mountain,Rainy
28.0,63,4.5,18.0,partly cloudy,1013.83,11,Autumn,8.5,inland,Sunny
20.0,72,36.0,102.0,partly cloudy,1001.63,10,Spring,3.5,mountain,Cloudy
42.0,45,5.0,11.0,clear,1023.51,11,Spring,7.5,coastal,Sunny
-10.0,64,5.0,87.0,overcast,982.59,1,Winter,3.0,mountain,Snowy
1.0,73,5.5,61.0,overcast,989.88,1,Winter,4.0,inland,Snowy
16.0,50,9.0,32.0,partly cloudy,1000.8,1,Autumn,7.5,mountain,Cloudy
-9.0,92,6.5,90.0,overcast,998.63,1,Winter,5.0,inland,Snowy
-11.0,91,9.0,74.0,overcast,988.61,4,Winter,2.5,mountain,Snowy
-5.0,65,10.5,81.0,overcast,992.86,1,Winter,5.0,mountain,Snowy
26.0,66,8.5,18.0,partly cloudy,1003.82,2,Winter,6.0,coastal,Cloudy
77.0,79,12.5,80.0,clear,1015.95,3,Spring,5.5,mountain,Sunny
13.0,75,18.0,61.0,overcast,1017.78,0,Autumn,4.5,coastal,Rainy
1.0,65,3.0,96.0,overcast,982.07,0,Winter,1.5,mountain,Snowy
26.0,79,0.5,28.0,overcast,1012.98,1,Autumn,7.5,mountain,Cloudy
46.0,47,2.5,29.0,overcast,1183.59,10,Autumn,9.0,inland,Sunny
-3.0,86,3.0,82.0,overcast,996.59,1,Winter,4.0,mountain,Snowy
31.0,65,7.0,82.0,partly cloudy,995.05,0,Summer,2.0,coastal,Rainy
-2.0,99,6.5,73.0,partly cloudy,984.98,1,Winter,2.0,mountain,Snowy
41.0,25,4.5,2.0,partly cloudy,1014.63,6,Spring,7.0,inland,Sunny
-15.0,105,3.0,103.0,overcast,993.75,8,Winter,2.5,inland,Snowy
-15.0,79,14.5,28.0,overcast,1181.13,11,Spring,0.5,coastal,Cloudy
36.0,105,12.5,107.0,overcast,1019.08,12,Summer,9.0,mountain,Cloudy
11.0,80,8.0,93.0,overcast,1003.54,3,Spring,1.0,mountain,Rainy
30.0,65,12.5,88.0,overcast,996.55,1,Autumn,3.5,inland,Rainy
34.0,49,8.5,2.0,clear,1020.99,9,Winter,6.0,mountain,Sunny
30.0,55,4.0,10.0,partly cloudy,1012.26,8,Summer,8.0,coastal,Sunny
-1.0,78,12.5,89.0,overcast,981.15,1,Winter,2.0,inland,Snowy
17.0,51,13.5,38.0,partly cloudy,1016.7,3,Spring,6.0,inland,Cloudy
17.0,78,10.5,71.0,overcast,992.32,2,Winter,3.5,mountain,Rainy
10.0,71,1.0,48.0,overcast,1000.83,4,Summer,8.5,mountain,Cloudy
13.0,67,13.0,53.0,overcast,1002.14,1,Winter,2.0,inland,Rainy
17.0,94,18.0,92.0,overcast,994.77,2,Autumn,2.5,inland,Rainy
-2.0,87,9.5,85.0,overcast,990.74,0,Winter,2.0,mountain,Snowy
20.0,73,11.0,43.0,overcast,1005.72,1,Summer,8.5,mountain,Cloudy
-11.0,74,9.5,86.0,cloudy,887.93,3,Autumn,15.0,coastal,Sunny
