Y,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
88500.0,3.9934,20,2355,467,1198,428,34.94,-116.96,170067.527843982,153567.790832915,248023.178699318,516793.676176003,582377.497821037
70400.0,1.9167,16,3648,1035,1687,581,33.87,-116.54,107058.941419253,158424.790479053,140731.753171156,618443.973280694,685723.871660911
356100.0,5.0714,24,4393,966,1257,579,33.96,-118.42,10191.8391817053,19218.0316424423,181157.701955814,489159.03033112,557104.863373871
186400.0,3.3125,44,901,179,473,179,34.18,-118.38,21494.4804186545,18955.597097277,198236.253527434,472781.446433631,540808.870950437
123700.0,4.5053,16,3921,727,2830,680,38.15,-122.26,6923.05175353231,581084.552709688,760326.493764696,96146.5593112389,44427.403888761
159100.0,3.37,36,6096,1285,3093,1229,32.72,-117.12,6950.8105387751,181185.339690945,3872.94368245492,672299.519786232,740280.293771941
238000.0,4.9236,43,2104,388,1137,403,37.26,-121.94,26871.3501870738,488535.95229713,666767.633526447,9365.13185340902,71720.0579220809
228900.0,6.314,9,13255,1739,5001,1627,38.7,-121.06,82308.8974644353,574950.321655907,752601.274477696,168362.21781824,157942.566294222
81100.0,2.49,26,2653,621,774,584,33.61,-117.72,10176.4648984808,68977.296969517,112224.607996727,560590.884399916,628624.081355212
99000.0,2.5437,12,2006,426,1849,396,38.02,-121.29,20994.0787616764,519230.205201579,698402.06597225,92789.4163372729,103812.577130649
177200.0,3.4861,30,2572,521,1564,501,33.94,-118.03,24322.294483373,23319.6968074209,158266.997302277,514118.137416549,582153.023498135
32900.0,1.1471,14,1372,386,436,213,36.0,-116.22,303221.931356127,284347.5923278,375265.225503522,527222.861324199,586422.761085188
85800.0,1.7788,14,2063,559,934,529,39.76,-121.62,185179.51910586,701941.746836373,879150.833618669,270637.428885073,231764.17221527
131200.0,3.2545,27,2248,466,1644,453,36.61,-121.83,5298.47963715103,432060.333343622,607985.904734914,80863.7693540863,139957.770028727
87100.0,1.325,46,941,218,621,195,37.75,-122.18,4216.008379354,542806.334804523,721648.08741665,52580.0976930569,22250.8531592757
152300.0,4.0481,7,2045,358,245,92,39.36,-120.23,183463.352119436,616137.777550916,788514.325443639,267773.985548383,260232.942026421
130100.0,4.0125,28,1433,270,1001,278,34.97,-120.43,21361.8023550561,224812.372223182,392352.265586256,293993.695971577,359581.991513208
272900.0,4.8269,25,990,166,522,185,37.0,-121.97,10445.9835489868,470186.974489814,647470.671010348,37922.0334135529,95223.8405534507
131900.0,2.52,28,1079,306,1358,285,34.05,-118.21,27187.7406642803,3113.12543025206,177469.916427793,493965.243508871,561996.480603521
137500.0,1.6136,27,223,80,249,82,34.07,-118.24,25215.448011593,2004.30118790197,180854.409533026,490471.311777762,558501.657530577
86500.0,2.3173,30,2110,406,1301,345,37.6,-121.2,58193.0629941275,476025.640767108,655407.899706129,67867.8004972704,110061.081225915
114900.0,2.5679,36,3504,862,2521,836,33.94,-118.3,12496.1534385778,13516.8156766402,172416.375585809,497888.426383734,565875.282263108
146800.0,4.8264,6,1537,347,506,280,33.9,-117.98,21845.9952880088,29626.6337466337,152090.62372819,520507.775911928,588542.792619415
324200.0,3.4028,27,2687,768,1362,725,37.37,-122.05,12174.6229934055,504088.044703609,682364.283871597,14396.0017449176,56098.2447092803
217600.0,5.5931,23,1663,302,1242,283,34.28,-118.46,29509.9313032879,32210.4395104387,211562.749546901,459570.893979504,527601.577567779
60000.0,2.4792,21,319,120,276,85,37.63,-120.99,66728.1143711762,468502.761961695,647700.706351915,86147.7446081607,127807.224559704
405000.0,7.3843,27,4866,668,1956,659,37.23,-121.91,31038.3984893251,484293.28014606,662512.398119265,11824.5674488816,75982.4182819211
219200.0,6.1628,31,1070,155,426,153,32.77,-117.08,13323.655199321,178868.136873177,9691.32604402147,670352.407542703,738355.159001299
118800.0,1.625,52,25,5,14,9,32.66,-117.11,2834.23752985859,187220.20890312,7827.33805124571,678087.665718838,746054.321791838
143300.0,1.4821,20,1431,416,570,225,36.57,-118.65,239078.378797806,282378.886251203,449679.193307701,300462.29529103,360755.255863672
271600.0,3.9917,17,6745,1547,2688,1535,33.63,-117.95,1169.41355249537,54221.9728335623,125404.153703743,545072.731668302,613071.46992562
365600.0,6.884,50,2195,336,878,309,34.18,-118.28,27582.4389561694,14594.9070770275,193094.513260282,478873.100010255,546908.14176912
451100.0,8.4045,7,28258,3864,12203,3701,37.53,-121.92,14468.6564116412,509310.442805517,688178.565967006,21760.3505955047,52555.8176934624
86500.0,2.3173,30,2110,406,1301,345,37.6,-121.2,58193.0629941275,476025.640767108,655407.899706129,67867.8004972704,110061.081225915
183400.0,5.2443,35,1755,299,702,263,37.68,-121.75,35435.2185168511,512304.396621982,691568.71394663,40332.8213500824,60822.8576469132
180900.0,4.0417,14,2598,759,1584,703,33.65,-117.91,5156.78801764989,54313.6281342662,125097.440033841,545748.743076185,613762.053237681
142300.0,3.5129,36,1345,331,1511,309,34.05,-118.03,35439.5452721486,19688.0218611043,168878.33441954,505043.292690434,573073.069043699
137500.0,1.5357,52,1059,281,627,273,38.44,-122.72,29464.0831054703,631624.405105273,810731.79888323,142654.398923688,78248.1516300437
218100.0,2.6673,25,3208,1111,2843,1005,34.13,-118.26,25904.4478278037,8776.64947196183,187430.656954172,484248.060451931,552281.949223318
239400.0,5.2903,20,2024,313,879,309,38.89,-121.15,98334.1214198526,597326.722144384,774864.341616914,184672.079398542,167000.291262144
105100.0,3.6591,52,1475,238,736,260,37.96,-121.3,22439.370505095,514111.089565266,693346.089100084,86881.1734729082,101437.700341802
130600.0,2.5872,31,2336,656,1186,609,32.75,-117.13,8542.07477591286,177916.946814053,4792.83083544443,669117.781726934,737103.754121143
162500.0,1.6921,52,1925,597,2258,594,34.16,-118.15,36434.526545233,14764.3786479052,184958.910936208,488561.337941744,556590.893895551
316700.0,7.7006,52,370,62,150,56,37.97,-122.62,9216.8404750743,586977.167135521,765513.676302324,95257.0202901775,27376.4866190913
162500.0,4.9716,16,8020,1432,1749,540,34.26,-117.22,95864.6518805255,96985.4152191206,171801.202218993,542613.872271509,610019.373950769
147200.0,3.2583,37,1269,348,1835,335,34.26,-118.43,27874.8158325249,28768.664203767,208161.250419823,463061.861147501,531093.432835468
148400.0,5.086,17,4379,629,1720,595,34.51,-117.21,118727.107726961,107752.808845722,199564.453133405,525742.153818227,592738.801164441
239400.0,5.9224,24,3689,585,1898,581,34.18,-118.94,19949.0724540894,65657.2405765905,231832.595902285,440526.841717222,508242.152380473
159400.0,2.6371,30,1418,439,720,417,33.77,-118.18,2721.71633561781,31928.5900634704,150734.46124986,519527.035487316,587495.868750106
400000.0,3.7958,17,2074,382,1035,359,34.75,-120.18,30430.5692071678,193850.738857653,359273.61961758,326132.358008773,392148.665684431
277300.0,6.5945,21,3180,434,1413,391,33.9,-117.88,27096.0535518593,37565.5855352432,147660.551228048,526685.776709054,594717.050404488
500001.0,6.8901,46,1379,239,688,269,34.01,-118.46,4336.84000957278,20479.5655558781,187781.388072113,482516.752850195,550466.894661157
255600.0,5.0714,33,3410,583,1739,588,37.27,-121.9,27628.3899537423,486876.884972666,665226.219888683,7307.11157142243,73046.4360542652
165800.0,2.4934,44,4032,913,1622,848,34.01,-118.32,17181.8905643722,8456.59973368712,179706.451175824,490732.423255296,558735.167777009
183900.0,3.526,17,4197,802,1656,732,35.32,-120.84,5376.75335068489,276075.752636721,445831.006324395,243150.480162208,307662.155916894
76600.0,3.5208,20,260,67,69,50,34.0,-116.57,114180.29173987,154348.22567407,152991.303019337,607094.075241794,674221.475284797
100000.0,0.4999,23,333,92,198,55,36.09,-119.99,110465.740120482,276754.084382858,456163.682323043,218977.733194554,286593.325791615
107100.0,3.5,12,2726,517,1351,474,37.99,-120.26,111079.495574095,473887.310483327,650221.276411526,161116.749469853,192064.333692346
213400.0,4.2841,30,2261,443,929,383,37.68,-122.15,5994.95893969049,535262.174630462,714028.729555472,44512.4072956464,26855.697803761
207200.0,4.2222,24,4248,840,3118,798,33.74,-117.94,13144.4370527869,44620.9905223035,134982.495680648,536332.094289093,604356.603659524
372400.0,8.289,25,1799,233,810,265,33.67,-117.95,5604.36652894131,50416.3725177756,129026.508612363,541662.003593163,609670.958843183
218600.0,3.8893,25,3025,689,1755,661,37.26,-121.88,29537.8137099884,484849.694371662,663217.622728894,8471.73813062222,75035.6924710807
365900.0,6.2022,43,1464,224,581,232,33.97,-118.41,10315.8388388172,17849.9341364584,181408.587928327,488874.740896937,556829.795911656
179100.0,1.7257,18,3960,1151,2248,1144,38.56,-121.74,53326.498353104,590977.692583385,770147.18239594,136819.91384012,106260.993694876
87800.0,2.5469,38,1214,254,723,236,34.0,-117.35,65396.7731247921,82562.9146971346,143877.354440189,553023.306090505,620810.637047921
307600.0,4.3833,6,1868,289,750,247,33.56,-117.1,45029.5654834639,119003.060364029,94050.012965967,603772.797952828,671705.290101546
332400.0,4.375,51,1502,243,586,231,34.19,-118.3,26997.7333218428,16172.202268714,195028.631123624,476817.727919649,544852.593823649
320600.0,3.1289,42,2358,546,1065,523,34.16,-118.38,19661.202388388,17352.4815996772,196421.399232997,474460.010964087,542484.198625837
54100.0,1.5515,37,2014,505,1787,515,37.62,-120.99,67524.0489331613,467567.490875964,646774.984440774,85736.1762181878,127959.724319943
214300.0,1.721,42,1476,610,1605,545,34.05,-118.3,19344.3096016816,5194.39203891758,182189.100927976,488534.571260057,556552.259219439
141900.0,3.3958,39,1612,342,912,322,37.77,-122.17,6237.23375316198,543877.276850635,722766.503228022,54135.2509620887,22970.8186061145
95500.0,2.4485,34,1700,325,972,326,37.65,-120.96,67088.6291678675,468959.812163139,648099.984321341,89437.5042128071,130154.50710601
248700.0,3.1389,14,1671,383,1079,365,34.4,-119.53,7258.579173251,124422.752258421,288527.199370178,389686.494634306,456797.901803841
441000.0,8.6675,9,957,139,532,142,37.44,-121.9,15639.6009909734,500692.503900527,679428.102414801,11638.405531958,59745.2701532387
74000.0,2.0962,28,2809,605,1093,438,40.28,-123.84,30749.1210014391,851307.630431949,1030713.64317018,368296.490841778,304056.36971941
103100.0,2.9571,28,2780,510,1638,533,38.48,-121.45,46635.3546133984,570018.715724694,748902.633415663,133067.357267614,116321.111506344
173300.0,3.875,15,6409,1363,3359,1267,34.1,-117.87,46286.8619780865,34824.3649477664,167397.336502008,511114.210977787,579096.408206392
63100.0,1.8299,45,3723,831,2256,770,36.34,-119.3,176397.878325931,271887.815427262,448073.082952362,255924.150590499,320335.508617456
309500.0,4.9286,13,5027,871,1912,770,38.12,-122.58,8499.67982019881,596854.223018746,775714.729725856,106112.890940177,40625.9081367026
446700.0,6.4246,25,6191,1081,2297,1023,33.72,-118.33,3420.96466004657,37792.3108919453,155862.547842415,515254.591613954,583122.281867874
156300.0,3.125,28,1689,378,1057,267,37.01,-120.77,93885.6934549653,400495.683020824,579904.121552757,105879.267321748,169573.994734471
112500.0,0.9355,24,2037,696,1371,585,37.78,-122.43,2426.13068070171,560171.382267693,738651.327677898,68436.6188422474,679.906896662572
113300.0,4.5122,36,2386,396,1176,374,33.93,-117.43,54722.1922074678,76238.1757098384,137312.139027032,553112.498901844,620994.754766102
154800.0,5.8673,16,3245,469,1471,450,36.36,-119.25,181346.383507584,272407.876622329,448090.756362148,258975.849656684,323070.359859043
217100.0,5.2032,10,3421,563,1689,545,38.69,-120.95,86526.7498925184,569707.149422301,747040.355706319,171783.626891036,164662.556235685
311800.0,5.6912,22,5303,838,2372,807,34.26,-118.54,25596.6933918799,35736.9917935931,214092.427745164,456434.729779508,524447.370998999
113200.0,3.7625,10,1604,352,540,190,38.94,-120.72,120729.9944592,586774.048049535,762683.771059642,205802.013287067,197669.637427375
262300.0,6.0965,34,1971,316,917,307,34.24,-118.49,24799.1259920667,30817.6670322034,209561.778553755,461115.042183202,529134.336170296
240600.0,6.6704,25,3401,509,1503,498,33.88,-117.99,19441.0199198914,30234.2909809362,150646.827648453,521559.625485109,589593.665320673
59500.0,2.1759,35,1387,272,610,237,39.93,-122.18,141338.151664447,740998.178969594,919204.401979358,289571.788202458,240724.632943825
137500.0,1.5357,52,1059,281,627,273,38.44,-122.72,29464.0831054703,631624.405105273,810731.79888323,142654.398923688,78248.1516300437
176300.0,2.4375,37,1434,394,1667,404,34.19,-118.38,22437.6220312104,19802.1961369672,199146.790528638,471943.852050201,539972.689027137
141400.0,3.9702,27,2383,472,2079,494,34.01,-117.9,36085.014824442,32017.0170000452,159437.645155204,516451.758433419,584468.636962186
261100.0,3.6912,52,3549,707,1551,714,37.84,-122.25,6843.02084737498,554364.406935648,733249.808577589,64315.9917419372,17538.2099724981
87200.0,3.1845,47,1700,344,922,357,37.96,-121.32,20914.2344142296,515074.240025931,694328.081034629,85834.5685192839,99719.6370820359
150900.0,5.0698,25,3305,551,1149,500,36.81,-119.82,175678.46727511,338261.535419121,515938.78415179,192970.877817166,254644.65825151
238000.0,1.9125,36,1813,560,1501,544,34.14,-118.24,28053.3891611466,9764.91347366204,187363.126420854,484641.838777473,552676.830094275
163200.0,4.2,38,1026,190,789,193,33.97,-118.08,25533.0815107943,17641.8658026056,163513.902593149,508561.971723226,576596.281229551
184200.0,2.3075,27,3493,909,1481,666,35.38,-120.85,1870.36658025459,280243.595286137,450794.07672396,236646.392179847,301316.030111404
446700.0,6.4246,25,6191,1081,2297,1023,33.72,-118.33,3420.96466004657,37792.3108919453,155862.547842415,515254.591613954,583122.281867874
94400.0,3.625,17,2171,389,1042,375,37.23,-119.91,169296.061622198,384077.868876203,560908.084295895,175832.596442818,230484.523931179
371700.0,4.2411,45,1535,274,591,276,33.83,-118.18,8976.55418165173,25400.1013419466,155959.566619645,514374.614922056,582364.652962796
254400.0,7.1937,36,1878,323,846,325,33.81,-118.09,9364.0488586092,30439.2121692368,149211.238261419,521415.981037165,589425.495522986
500001.0,3.7232,31,3039,739,1199,697,33.78,-118.13,4396.88835546316,32037.2584828814,148735.818210854,521603.252493734,589593.252545194
70500.0,3.3681,18,1147,202,717,212,36.3,-119.66,148128.292614983,281132.166029744,459596.986618217,229705.731525914,295562.155277325
282900.0,6.3002,24,6246,1028,2803,999,34.38,-118.55,38622.9206691749,46060.8149912476,225412.368486429,445765.700371557,513798.065974528
181300.0,1.7562,30,1790,556,1827,520,33.97,-118.19,22473.5260874402,10397.0472265049,169072.273681227,501888.843570681,569911.584280777
93400.0,2.8036,27,1540,315,883,321,40.61,-122.57,137536.915328563,823147.74563958,1001127.84230048,368779.400312388,315578.251654908
125000.0,3.775,9,3087,609,1530,556,32.68,-117.04,9741.16164748495,189145.874675287,12007.1749795714,680467.950304039,748459.636444547
219500.0,4.125,36,887,163,482,157,33.85,-118.11,12040.5432605719,25646.2828411727,153906.451255641,516827.84943153,584842.103468325
375000.0,3.7647,32,2622,541,1022,464,37.92,-122.51,3959.53447386597,576320.426627946,754944.179585681,84714.5034627632,17646.9338619122
187500.0,1.8564,37,2781,766,2586,729,34.03,-118.3,19055.1855261037,5747.96938208496,180389.941029357,490225.866850537,558239.023211627
150700.0,4.2054,23,2145,379,1360,404,33.2,-117.27,12008.7942303678,130794.542351114,54798.1029653557,622405.856880391,690440.063274937
271600.0,3.9917,17,6745,1547,2688,1535,33.63,-117.95,1169.41355249537,54221.9728335623,125404.153703743,545072.731668302,613071.46992562
122500.0,3.5368,34,2738,475,1316,459,38.0,-121.8,8211.71265251497,543011.661680294,722412.526284701,74343.5350919495,60835.3536553639
243600.0,4.95,24,1948,310,922,313,38.24,-122.65,20580.5765969737,610875.270733244,789818.480605268,120584.024050039,55249.1264660907
60800.0,1.8793,38,1327,262,784,231,33.12,-115.52,51942.2022021474,272751.097049904,159640.673895237,744523.901695358,811821.219251757
201800.0,3.1371,11,15018,3008,7984,2962,38.57,-121.76,53997.8854459929,592858.871175615,772039.745016198,137766.941731757,106199.172138616
214400.0,3.9543,35,2603,482,1305,507,33.94,-118.0,25337.7629812872,25698.6393068204,156863.74437289,515961.048358115,583996.117880223
425900.0,4.3468,33,4032,868,1695,869,34.15,-118.41,17203.4554818636,18779.9041128849,197140.500556429,473500.745637905,541517.099741177
500001.0,9.821,21,11353,1537,4649,1504,33.77,-118.38,4039.72298780184,33810.3778220707,163068.723831059,508028.446871508,575894.156596799
97300.0,4.2778,16,2234,357,1150,361,36.31,-119.3,174518.054147375,268775.7358223,445091.309206587,257424.692054368,322055.644544403
196900.0,3.4904,25,928,195,413,184,38.51,-122.47,41152.3130425264,623700.363645629,803042.809025059,140062.683219233,81912.5355693469
118800.0,3.8333,15,3042,588,918,336,38.89,-120.03,159833.453618157,561111.95715564,733563.502232731,237570.556514858,243441.566257654
209000.0,2.4659,32,2630,559,1069,491,33.86,-118.15,12205.2955296735,23055.8953004846,156963.861466771,513592.998986499,581600.305056688
159400.0,2.1522,43,1091,320,1418,316,33.98,-118.2,22364.3924479241,8984.7374204818,170511.466597892,500444.541523241,568467.351945267
210700.0,4.1083,6,1727,506,1200,439,34.14,-118.26,26458.750992445,9874.00395975763,188361.355123373,483416.677412099,551451.08137006
466900.0,6.3719,26,2754,402,1128,395,37.6,-122.41,7152.97080241289,544590.740288695,722678.504916746,54284.4169230444,19435.3659869715
156800.0,1.7452,24,1629,587,1012,488,32.76,-117.06,14081.0431104159,180880.950202453,10659.2666513226,672399.423350962,740404.328482434
361000.0,4.4312,45,2399,426,911,423,37.75,-122.47,4590.28881356125,560196.72447709,738533.881181242,68645.3823803678,4322.09305746135
487500.0,3.7778,35,1008,165,391,167,33.81,-118.39,5377.62046122538,30128.6627209774,166912.116401402,503948.389893308,571831.589374289
287500.0,6.7957,10,5149,851,2177,783,33.13,-116.97,32660.5777483811,156312.538666149,49396.3661314727,646794.314360978,714817.969525405
154300.0,4.0729,4,9849,1780,4546,1598,34.58,-118.03,76336.6718123652,61879.1346833508,222350.42859339,463353.655307489,531094.830682954
160200.0,3.2857,16,1683,341,880,327,38.34,-122.69,24839.8277044659,621519.338755953,800544.732575064,131811.062414912,66891.0557539071
196400.0,4.38,40,1553,253,724,267,37.68,-122.12,6830.95358117382,533490.274195316,712304.641344858,43224.925666559,29304.2145496661
166400.0,3.6042,52,1514,301,855,293,33.83,-117.92,19075.3310900358,38758.5942363284,142578.893635947,530006.435985813,598041.123135256
145200.0,2.8614,30,3306,629,1623,648,38.56,-121.73,53345.9421413767,590503.881642745,769663.252923433,136908.68044219,106760.599941148
379800.0,8.1111,13,1939,247,928,244,33.71,-117.77,19149.7060468706,57967.5278658745,124224.004101449,549189.085748802,617224.174577027
229100.0,5.898,18,1747,317,1055,285,37.23,-121.78,33576.3925522839,476340.693509405,654850.271848971,15413.1093607003,83423.8075419594
334400.0,4.8906,36,1390,230,683,219,33.85,-118.36,3181.08337424913,24915.763454603,168304.746207517,502167.575626637,570089.785649346
100000.0,2.2019,24,1520,335,882,306,37.07,-120.84,89331.1494299769,409538.16377919,588947.931839824,97823.110462942,160853.356659106
52900.0,2.2222,20,1743,340,1390,336,36.35,-119.41,169066.618012654,276598.119856503,453551.078029828,246626.395003519,311327.109909588
163200.0,4.0313,35,1590,350,1299,335,33.91,-118.15,17749.4355987089,18020.9859437806,161488.291415436,509354.908269055,577373.615865318
285200.0,6.617,14,7208,1012,3097,1014,33.08,-117.25,6790.9240781362,141997.103762098,41346.2116900429,633731.887645087,701758.036795476
159700.0,3.2708,35,1653,325,1072,301,33.91,-118.1,18615.6162449893,20631.4763780639,158890.610513021,512364.855890124,580391.766999529
82100.0,0.9204,43,987,240,1253,237,38.59,-121.48,57689.6688771336,581843.706080031,760636.333431829,144118.532516374,123071.593820762
173400.0,4.3621,13,2519,581,2094,530,37.32,-121.86,25602.6809305202,488484.596005034,667040.589167536,3389.87050999538,71308.3993216062
89500.0,0.6991,26,2645,1005,1660,991,36.72,-119.73,176880.214498239,325795.558458387,503310.849641212,203841.493618095,266266.676181462
253600.0,4.2061,16,1105,354,499,324,37.36,-122.01,14195.1866465512,500833.042731852,679171.391668378,10693.3384413411,59141.2156484383
161500.0,4.4766,16,2043,388,705,352,32.9,-117.11,13927.6455400992,165742.729690869,21038.1592527503,657445.801143377,725466.433627938
110000.0,2.817,19,2248,427,1207,368,33.72,-117.29,49985.9422893122,95469.5277140023,112311.094793252,578754.838797755,646687.848561194
55100.0,1.7636,52,1827,356,855,353,36.75,-119.81,173920.550862479,331860.247324993,509671.036308014,195999.724972984,258399.903942462
247800.0,3.7941,37,2381,575,1235,499,34.16,-118.33,22688.9120514253,14378.723446077,193787.380635336,477484.291815494,545515.209568441
123800.0,3.2481,8,4345,865,2425,785,33.7,-117.37,42713.6973534974,89663.7339942515,111157.51814055,575168.493355279,643139.131142047
147500.0,2.182,37,3107,903,3456,734,33.94,-118.34,10316.4889119371,15316.4144054112,174721.511678821,495540.852534946,563512.969226322
85300.0,2.1474,21,1425,323,727,287,38.73,-122.62,53586.9330162654,650959.257242198,830331.285230771,167624.867160105,107574.849936426
339500.0,5.7765,36,1083,187,522,187,33.82,-118.36,5235.198259128,27964.1453960773,165832.654397212,504783.146470454,572689.630370993
69400.0,1.425,43,244,52,176,60,37.63,-120.94,69890.5818424928,466139.316340471,645274.494914239,90243.9086152764,132172.475355896
155700.0,2.3594,16,1536,298,646,208,39.32,-120.19,182176.841401794,610871.759543382,783119.972364568,266000.294696043,259877.822425214
96100.0,2.065,26,2286,444,498,216,39.52,-120.51,185059.245084547,640544.289888116,814030.588807959,271132.527421741,255982.015020525
190800.0,4.7569,19,3461,634,2790,607,36.96,-121.75,11845.9616753601,453001.875163041,630795.116021984,43633.5211818116,108705.541290769
207900.0,6.7544,11,3358,504,1690,482,34.02,-117.66,51029.6673270511,53903.0272551381,152247.792532828,531014.566663685,598953.302755387
99600.0,2.0272,29,1315,311,1425,306,33.2,-117.37,12091.1289001216,124593.823355497,57266.8733043063,616329.093403177,684355.518876099
500001.0,4.5469,4,1545,304,788,296,33.68,-117.81,14766.8106657327,57589.2451432551,123052.031713936,549247.848671873,617279.917324801
97500.0,1.5521,30,1702,443,1966,442,33.99,-118.26,19104.3363282283,7081.72448388593,174623.578140295,496002.6361875,564015.516733375
226600.0,3.3229,44,2012,435,1454,456,34.1,-118.11,37457.7929421298,13409.1877132255,177340.260358195,495966.487933296,563998.618313835
129200.0,2.1484,19,3173,678,2204,606,33.75,-117.31,50154.002704099,92492.4451845179,115835.861037158,575083.832634732,643010.481607249
434000.0,4.0987,37,3325,734,1468,692,37.58,-122.36,5653.34528331275,539910.187620527,718054.640096687,49377.9765929173,22462.8620155887
344400.0,3.8426,16,1831,390,1347,389,33.85,-118.03,14961.2117036548,29902.4585001981,149768.859189689,521638.713621833,589666.569436539
500001.0,7.8383,52,2287,295,829,296,34.17,-118.27,27587.5605324585,13317.1252354584,191661.495225082,480315.157633557,548350.187828684
290100.0,4.5893,52,2315,408,835,369,37.89,-122.28,4746.33228289721,560267.825380346,739188.394307419,70453.8889141935,18520.4971855272
107300.0,1.7734,43,2660,672,2133,588,33.97,-118.29,15638.1073720653,10091.609482742,174491.244788255,495917.050821166,563916.715352409
286900.0,8.4112,16,2022,254,789,270,33.61,-117.66,14319.2280703102,72970.723581879,109747.243184709,564263.420891711,632298.528565258
83300.0,3.4231,15,1562,275,961,287,36.2,-119.32,166466.860874301,258096.82787785,435032.725958489,261653.640142488,327073.689538711
118300.0,3.5046,18,1651,309,856,293,39.75,-121.86,165241.506478356,710324.838802667,888146.44615821,268497.733268102,225236.915883631
500001.0,8.0331,34,1764,243,692,223,37.26,-122.02,24677.613190168,493500.635416901,671540.826683828,14020.888984781,67691.2143848662
167500.0,3.7321,41,834,166,603,179,33.89,-118.08,17240.9569228378,23521.6033726642,156017.322552531,515254.369399965,583281.157782204
332400.0,4.375,51,1502,243,586,231,34.19,-118.3,26997.7333218428,16172.202268714,195028.631123624,476817.727919649,544852.593823649
169200.0,5.3129,15,3029,555,1559,546,33.05,-117.24,9217.12678055427,145155.068108546,37891.8753180275,636877.984009801,704901.569584356
150700.0,4.2054,23,2145,379,1360,404,33.2,-117.27,12008.7942303678,130794.542351114,54798.1029653557,622405.856880391,690440.063274937
209200.0,5.223,33,1759,311,943,315,34.2,-118.57,18536.8989252612,34236.987268889,210523.118621425,459758.876999982,527742.8232149
98900.0,3.2889,32,4474,929,2177,884,38.0,-121.33,18204.5058087403,519272.496818729,698503.877012659,88970.2597560137,99861.0226893921
104200.0,4.2917,6,1265,227,764,246,36.29,-119.79,138738.180402626,285768.500595256,464697.162563497,220364.746452304,286684.155009602
80600.0,3.5978,27,1804,321,782,300,40.45,-122.24,154348.10108642,794246.796575725,971800.395448359,347617.32394797,298017.86650646
161000.0,5.195,23,2949,473,1671,477,33.86,-117.6,39779.1309903492,63099.1508226605,133616.498330848,547605.059243405,615589.828453412
261100.0,3.6912,52,3549,707,1551,714,37.84,-122.25,6843.02084737498,554364.406935648,733249.808577589,64315.9917419372,17538.2099724981
181700.0,2.8438,32,1067,286,1053,277,33.95,-118.37,10414.6333889937,16273.3686433299,177336.952842423,492928.071402536,560891.984207912
400000.0,15.0001,26,50,5,17,4,37.13,-121.96,22384.1272291513,479544.428154698,657331.167521076,23605.1046577576,82814.4936099411
207200.0,5.1333,22,2823,509,1271,474,37.97,-121.99,12254.1398576434,550632.346213257,729936.855828399,71069.9941578209,44446.8513489475
454100.0,4.89,9,6564,1316,1720,904,33.46,-117.74,9817.92156476155,80653.0679390491,98780.7799274034,572056.771357433,640065.205610635
123700.0,4.5053,16,3921,727,2830,680,38.15,-122.26,6923.05175353231,581084.552709688,760326.493764696,96146.5593112389,44427.403888761
182600.0,4.1807,6,7880,1533,3760,1460,33.17,-117.3,7973.97859468354,131377.830852011,52148.6379114035,623100.550017756,691130.985186414
275000.0,6.2899,15,2708,410,1140,389,33.62,-117.65,15711.9745129001,72915.7231265553,110367.606381503,564047.651258355,632082.644752267
230600.0,6.3308,33,4583,648,1760,638,34.03,-117.17,79087.0877987882,98959.7224027285,146141.832537358,562940.043005301,630573.557770062
210100.0,3.6437,4,2271,578,926,391,33.04,-117.07,21223.4277975119,156521.185409288,37046.268690978,648057.736326205,716092.755810812
99200.0,2.6053,33,1862,429,971,389,37.8,-121.21,39682.6916680866,494909.001608825,674185.934359,79321.5721650532,107361.809017162
113600.0,2.6635,32,1255,338,782,302,32.79,-116.97,22146.9759775172,183496.627336072,19685.4872789687,675226.725208009,743251.280915467
188700.0,2.9583,34,1471,423,995,386,34.18,-118.36,22543.3613927802,17790.2884559192,197183.715575724,473992.315881914,542022.285307689
99600.0,2.0272,29,1315,311,1425,306,33.2,-117.37,12091.1289001216,124593.823355497,57266.8733043063,616329.093403177,684355.518876099
196400.0,4.38,40,1553,253,724,267,37.68,-122.12,6830.95358117382,533490.274195316,712304.641344858,43224.925666559,29304.2145496661
343100.0,4.5673,45,1132,269,654,264,33.99,-118.45,6009.13388505293,20234.6862833182,185490.845818418,484825.755761427,552771.298313425
32500.0,4.0208,15,208,49,51,20,32.93,-115.88,35909.8501038213,252213.011984496,122055.228496581,733834.905452874,801545.272694255
162500.0,1.7395,19,2870,1021,3325,978,34.06,-118.24,24982.2728786299,927.700412338634,179932.85763192,491308.505101739,559337.656272994
156700.0,2.7339,28,2410,616,2399,594,33.9,-118.16,16604.2575804979,18603.5699931988,161111.789137577,509602.106328479,577616.651417818
446700.0,6.4246,25,6191,1081,2297,1023,33.72,-118.33,3420.96466004657,37792.3108919453,155862.547842415,515254.591613954,583122.281867874
377000.0,5.6383,27,3184,520,1121,493,36.5,-121.73,17754.3783244629,417362.262671577,593065.973237704,94024.8090776196,154697.980697405
